state,county,fips,year,population,pub_sup_1,pub_sup_2,pub_sup_3,pub_sup_4,pub_sup_5,pub_sup_6,pub_sup_7,pub_sup_8,pub_sup_9,pub_sup_10,pub_sup_11,pub_sup_12,dom_sup_1,dom_sup_2,dom_sup_3,dom_sup_4,dom_sup_5,dom_sup_6,dom_sup_7,dom_sup_8,ind_1,ind_2,ind_3,ind_4,ind_5,ind_6,ind_7,ind_8,ind_9,irrigation_1,irrigation_2,irrigation_3,irrigation_4,irrigation_5,irrigation_6,irrigation_7,crop_1,crop_2,crop_3,crop_4,crop_5,crop_6,crop_7,golf_1,golf_2,golf_3,golf_4,golf_5,golf_6,golf_7,livestock_1,livestock_2,livestock_3,aqua_1,aqua_2,aqua_3,aqua_4,aqua_5,aqua_6,aqua_7,aqua_8,aqua_9,mining_1,mining_2,mining_3,mining_4,mining_5,mining_6,mining_7,mining_8,mining_9,thermoelectric_1,thermoelectric_2,thermoelectric_3,thermoelectric_4,thermoelectric_5,thermoelectric_6,thermoelectric_7,thermoelectric_8,thermoelectric_9,thermoelectric_10,thermoelectric_11,thermoelectric_12,thermoelectric_13,thermoelectric_14,thermoelectric_15,thermoelectric_16,thermoelectric_17,thermoelectric_18,thermoelectric_19,thermoelectric_20,thermoelectric_21,thermoelectric_22,thermoelectric_23,thermoelectric_24,thermoelectric_25,thermoelectric_26,thermoelectric_27,thermoelectric_28,thermoelectric_29,thermoelectric_30,gro_wat_1,gro_wat_2,gro_wat_3,surf_wat_1,surf_wat_2,surf_wat_3,total_withdrawal_1,total_withdrawal_2,total_withdrawal_3
AL,Etowah County,1055,2010,104430.0,,,100425.0,4.69,0.0,4.69,15.68,0.0,15.68,20.37,0.0,20.37,4005.0,0.31,0.0,0.31,77.0,8.11,81.0,8.42,0.0,0.0,0.0,9.21,0.0,9.21,9.21,0.0,9.21,0.0,0.67,0.67,1.3,0.01,0.01,1.32,0.0,0.25,0.25,0.57,0.01,0.01,0.59,0.0,0.42,0.42,0.73,0.0,0.0,0.73,0.19,0.23,0.42,0.0,,0.0,0.31,,0.31,0.31,0.0,0.31,0.24,0.0,0.24,0.11,0.0,0.11,0.35,0.0,0.35,0.0,0.0,0.0,114.66,0.0,114.66,114.66,0.0,114.66,229.66,0.0,0.0,0.0,114.66,0.0,114.66,114.66,0.0,114.66,229.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,0.0,5.43,140.87,0.0,140.87,146.3,0.0,146.3
AL,Fayette County,1057,2010,17241.0,,,10225.0,0.05,0.0,0.05,1.98,0.0,1.98,2.03,0.0,2.03,7016.0,0.52,0.0,0.52,74.0,0.75,73.0,1.27,0.0,0.0,0.0,1.1,0.0,1.1,1.1,0.0,1.1,0.0,0.17,0.17,0.76,0.0,0.0,0.76,0.0,0.14,0.14,0.7,0.0,0.0,0.7,0.0,0.03,0.03,0.06,0.0,0.0,0.06,0.07,0.09,0.16,0.02,,0.02,0.02,,0.02,0.04,0.0,0.04,0.0,0.0,0.0,0.63,0.0,0.63,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.66,3.99,0.0,3.99,4.65,0.0,4.65
AL,Franklin County,1059,2010,31704.0,,,25012.0,1.08,0.0,1.08,3.49,0.0,3.49,4.57,0.0,4.57,6692.0,0.51,0.0,0.51,76.0,1.84,74.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.34,0.0,0.0,0.34,0.0,0.07,0.07,0.18,0.0,0.0,0.18,0.0,0.08,0.08,0.16,0.0,0.0,0.16,0.32,0.43,0.75,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.14,0.0,0.14,0.45,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,2.22,4.21,0.0,4.21,6.43,0.0,6.43
AL,Geneva County,1061,2010,26790.0,,,15554.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,11236.0,0.76,0.0,0.76,68.0,1.05,68.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,1.94,3.66,3.62,0.03,0.01,3.66,1.72,1.92,3.64,3.56,0.03,0.01,3.6,0.0,0.02,0.02,0.06,0.0,0.0,0.06,0.35,0.45,0.8,0.1,,0.1,0.03,,0.03,0.13,0.0,0.13,0.07,0.0,0.07,0.03,0.0,0.03,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,2.45,0.0,2.45,7.45,0.0,7.45
AL,Greene County,1063,2010,9045.0,,,6343.999999999997,1.1,0.0,1.1,0.0,0.0,0.0,1.1,0.0,1.1,2701.0,0.35,0.0,0.35,130.0,0.82,129.0,1.17,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.03,0.08,0.04,0.12,0.34,0.0,0.0,0.34,0.08,0.02,0.1,0.28,0.0,0.0,0.28,0.0,0.02,0.02,0.06,0.0,0.0,0.06,0.08,0.13,0.21,5.71,,5.71,4.13,,4.13,9.84,0.0,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.71,0.0,354.71,354.71,0.0,354.71,2730.32,0.0,0.0,0.0,354.71,0.0,354.71,354.71,0.0,354.71,2730.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.35,0.0,7.35,359.01,0.0,359.01,366.36,0.0,366.36
AL,Hale County,1065,2010,15760.0,,,12852.0,1.71,0.0,1.71,0.0,0.0,0.0,1.71,0.0,1.71,2908.0,0.2,0.0,0.2,69.0,0.88,68.0,1.08,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.03,0.06,0.09,0.19,0.0,0.0,0.19,0.03,0.0,0.03,0.09,0.0,0.0,0.09,0.0,0.06,0.06,0.1,0.0,0.0,0.1,0.13,0.16,0.29,11.77,,11.77,6.06,,6.06,17.83,0.0,17.83,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.97,0.0,13.97,6.28,0.0,6.28,20.25,0.0,20.25
AL,Henry County,1067,2010,17302.0,,,13378.0,1.81,0.0,1.81,0.0,0.0,0.0,1.81,0.0,1.81,3924.0,0.26,0.0,0.26,66.0,1.09,81.0,1.35,0.54,0.0,0.54,0.0,0.0,0.0,0.54,0.0,0.54,0.89,2.71,3.6,5.56,0.02,0.0,5.58,0.89,2.68,3.57,5.5,0.02,0.0,5.52,0.0,0.03,0.03,0.06,0.0,0.0,0.06,0.11,0.17,0.28,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,3.61,2.88,0.0,2.88,6.49,0.0,6.49
AL,Houston County,1069,2010,101547.0,,,81997.00000000001,16.79,0.0,16.79,0.0,0.0,0.0,16.79,0.0,16.79,19550.0,1.37,0.0,1.37,70.0,5.68,69.0,7.05,0.17,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.17,7.97,2.1,10.07,14.58,0.26,0.23,15.07,7.97,1.68,9.65,14.0,0.26,0.23,14.49,0.0,0.42,0.42,0.58,0.0,0.0,0.58,0.14,0.2,0.34,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.3,0.0,89.3,89.3,0.0,89.3,13169.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.3,0.0,89.3,89.3,0.0,89.3,13169.68,26.44,0.0,26.44,91.6,0.0,91.6,118.04,0.0,118.04
AL,Jackson County,1071,2010,53227.0,,,39610.0,0.67,0.0,0.67,10.7,0.0,10.7,11.37,0.0,11.37,13617.0,0.82,0.0,0.82,60.0,2.6,66.0,3.42,0.0,0.0,0.0,8.91,0.0,8.91,8.91,0.0,8.91,0.59,0.55,1.14,1.35,0.0,0.0,1.35,0.59,0.3,0.89,0.89,0.0,0.0,0.89,0.0,0.25,0.25,0.46,0.0,0.0,0.46,0.32,0.39,0.71,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.03,0.0,0.03,0.09,0.0,0.09,0.0,0.0,0.0,1044.42,0.0,1044.42,1044.42,0.0,1044.42,5702.49,0.0,0.0,0.0,1044.42,0.0,1044.42,1044.42,0.0,1044.42,5702.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,2.46,1065.0,0.0,1065.0,1067.46,0.0,1067.46
AL,Jefferson County,1073,2010,658466.0,,,652418.0,8.45,0.0,8.45,67.41,0.0,67.41,75.86,0.0,75.86,6047.999999999999,0.46,0.0,0.46,76.0,56.28,86.0,56.74,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.01,2.47,2.48,3.62,0.0,0.0,3.62,0.01,0.09,0.1,0.24,0.0,0.0,0.24,0.0,2.38,2.38,3.38,0.0,0.0,3.38,0.03,0.04,0.07,0.01,,0.01,0.45,,0.45,0.46,0.0,0.46,0.85,0.0,0.85,0.65,0.0,0.65,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.31,0.0,10.31,71.02,0.0,71.02,81.33,0.0,81.33
AL,Lamar County,1075,2010,14564.0,,,9346.0,1.51,0.0,1.51,0.0,0.0,0.0,1.51,0.0,1.51,5218.0,0.27,0.0,0.27,52.0,0.49,52.0,0.76,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.09,0.09,0.18,0.0,0.0,0.18,0.0,0.03,0.03,0.08,0.0,0.0,0.08,0.0,0.06,0.06,0.1,0.0,0.0,0.1,0.05,0.05,0.1,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,1.94,0.14,0.0,0.14,2.08,0.0,2.08
AL,Lauderdale County,1077,2010,92709.0,,,77930.0,1.14,0.0,1.14,10.91,0.0,10.91,12.05,0.0,12.05,14779.000000000002,1.19,0.0,1.19,81.0,6.11,78.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,1.7,3.78,2.45,0.0,0.0,2.45,2.08,1.39,3.47,1.99,0.0,0.0,1.99,0.0,0.31,0.31,0.46,0.0,0.0,0.46,0.19,0.27,0.46,0.02,,0.02,0.0,,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,0.0,4.62,12.88,0.0,12.88,17.5,0.0,17.5
AL,Lawrence County,1079,2010,34339.0,,,28853.0,0.0,0.0,0.0,7.69,0.0,7.69,7.69,0.0,7.69,5486.000000000002,0.38,0.0,0.38,69.0,3.26,113.0,3.64,0.0,0.0,0.0,60.11,0.0,60.11,60.11,0.0,60.11,0.88,2.99,3.87,4.77,0.0,0.0,4.77,0.88,2.91,3.79,4.61,0.0,0.0,4.61,0.0,0.08,0.08,0.16,0.0,0.0,0.16,0.3,0.4,0.7,0.05,,0.05,0.0,,0.0,0.05,0.0,0.05,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,1.62,71.19,0.0,71.19,72.81,0.0,72.81
AL,Lee County,1081,2010,140247.0,,,130857.0,1.1,0.0,1.1,14.87,0.0,14.87,15.97,0.0,15.97,9390.0,0.77,0.0,0.77,82.0,12.06,92.0,12.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1.0,1.07,1.69,0.01,0.0,1.7,0.07,0.34,0.41,0.76,0.01,0.0,0.77,0.0,0.66,0.66,0.93,0.0,0.0,0.93,0.04,0.06,0.1,0.02,,0.02,0.03,,0.03,0.05,0.0,0.05,0.16,0.0,0.16,0.07,0.0,0.07,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,2.16,16.03,0.0,16.03,18.19,0.0,18.19
AL,Limestone County,1083,2010,82782.00000000003,,,70084.0,2.7,0.0,2.7,8.12,0.0,8.12,10.82,0.0,10.82,12698.0,0.68,0.0,0.68,54.0,4.42,63.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,4.81,7.6,9.33,0.0,0.0,9.33,2.79,4.56,7.35,8.87,0.0,0.0,8.87,0.0,0.25,0.25,0.46,0.0,0.0,0.46,0.16,0.21,0.37,0.18,,0.18,0.15,,0.15,0.33,0.0,0.33,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.07,0.0,0.0,0.0,2724.37,0.0,2724.37,2724.37,0.0,2724.37,24771.14,0.0,0.0,0.0,2724.37,0.0,2724.37,2724.37,0.0,2724.37,24771.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51,0.0,6.51,2737.73,0.0,2737.73,2744.24,0.0,2744.24
AL,Lowndes County,1085,2010,11299.0,,,10554.0,1.13,0.0,1.13,0.0,0.0,0.0,1.13,0.0,1.13,745.0,0.06,0.0,0.06,81.0,0.89,84.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.2,2.99,0.05,0.0,3.04,0.0,2.2,2.2,2.99,0.05,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.34,0.57,0.0,,0.0,0.03,,0.03,0.03,0.0,0.03,0.31,0.0,0.31,0.15,0.0,0.15,0.46,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,1.73,2.72,0.0,2.72,4.45,0.0,4.45
AL,Macon County,1087,2010,21452.0,,,18641.0,0.96,0.0,0.96,3.12,0.0,3.12,4.08,0.0,4.08,2811.0000000000005,0.2,0.0,0.2,71.0,1.29,69.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,1.41,2.15,2.69,0.04,0.0,2.73,0.74,1.41,2.15,2.69,0.04,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.11,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.2,0.0,0.2,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,2.34,4.8,0.0,4.8,7.14,0.0,7.14
AL,Madison County,1089,2010,334811.0,,,324380.0,28.64,0.0,28.64,39.77,0.0,39.77,68.41,0.0,68.41,10431.0,0.78,0.0,0.78,75.0,29.23,90.0,30.01,0.0,0.0,0.0,0.79,0.0,0.79,0.79,0.0,0.79,5.76,2.65,8.41,9.06,0.0,0.0,9.06,5.76,1.74,7.5,7.7,0.0,0.0,7.7,0.0,0.91,0.91,1.36,0.0,0.0,1.36,0.12,0.17,0.29,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.14,0.0,0.14,0.45,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.61,0.0,35.61,43.52,0.0,43.52,79.13,0.0,79.13
AL,Marengo County,1091,2010,21027.0,,,12562.0,2.49,0.0,2.49,0.0,0.0,0.0,2.49,0.0,2.49,8465.0,0.52,0.0,0.52,61.0,0.77,61.0,1.29,0.2,0.0,0.2,18.52,0.0,18.52,18.72,0.0,18.72,0.01,0.14,0.15,0.27,0.0,0.0,0.27,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.14,0.14,0.26,0.0,0.0,0.26,0.11,0.18,0.29,1.45,,1.45,1.19,,1.19,2.64,0.0,2.64,0.16,0.0,0.16,0.08,0.0,0.08,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,4.94,20.11,0.0,20.11,25.05,0.0,25.05
AL,Marion County,1093,2010,30776.0,,,20887.0,0.7,0.0,0.7,4.83,0.0,4.83,5.53,0.0,5.53,9889.0,0.76,0.0,0.76,77.0,1.61,77.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.17,0.39,0.0,0.0,0.39,0.11,0.0,0.11,0.29,0.0,0.0,0.29,0.0,0.06,0.06,0.1,0.0,0.0,0.1,0.18,0.25,0.43,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.06,0.0,0.06,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,1.78,5.2,0.0,5.2,6.98,0.0,6.98
AL,Marshall County,1095,2010,93019.0,,,86973.99999999997,4.35,0.0,4.35,22.29,0.0,22.29,26.64,0.0,26.64,6045.0,0.48,0.0,0.48,79.0,6.62,76.0,7.1,0.08,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.08,0.85,1.04,1.89,2.41,0.0,0.0,2.41,0.85,0.47,1.32,1.51,0.0,0.0,1.51,0.0,0.57,0.57,0.9,0.0,0.0,0.9,0.59,0.59,1.18,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.06,0.0,0.06,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.47,0.0,6.47,23.98,0.0,23.98,30.45,0.0,30.45
AL,Mobile County,1097,2010,412992.0,,,374671.0,15.76,0.0,15.76,70.25,0.0,70.25,86.01,0.0,86.01,38321.0,2.62,0.0,2.62,68.0,28.08,75.0,30.7,7.03,0.0,7.03,0.7,0.0,0.7,7.73,0.0,7.73,9.32,1.36,10.68,5.73,0.16,0.01,5.9,9.32,0.48,9.8,4.39,0.16,0.01,4.56,0.0,0.88,0.88,1.34,0.0,0.0,1.34,0.13,0.16,0.29,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,989.29,0.0,989.29,989.29,0.0,989.29,15188.89,0.0,0.0,0.0,989.29,0.0,989.29,989.29,0.0,989.29,15188.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.97,0.0,34.97,1061.76,0.0,1061.76,1096.73,0.0,1096.73
AL,Monroe County,1099,2010,23068.0,,,17170.0,2.65,0.0,2.65,0.0,0.0,0.0,2.65,0.0,2.65,5898.0,0.47,0.0,0.47,80.0,1.37,80.0,1.84,0.12,0.0,0.12,46.29,0.0,46.29,46.41,0.0,46.41,0.49,0.06,0.55,0.93,0.01,0.0,0.94,0.49,0.0,0.49,0.83,0.01,0.0,0.84,0.0,0.06,0.06,0.1,0.0,0.0,0.1,0.07,0.11,0.18,0.03,,0.03,0.03,,0.03,0.06,0.0,0.06,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13,0.0,4.13,46.49,0.0,46.49,50.62,0.0,50.62
AL,Montgomery County,1101,2010,229363.0,,,224628.0,13.92,0.0,13.92,19.47,0.0,19.47,33.39,0.0,33.39,4735.0,0.34,0.0,0.34,72.0,14.72,66.0,15.06,0.04,0.0,0.04,0.01,0.0,0.01,0.05,0.0,0.05,0.59,0.9,1.49,1.86,0.01,0.0,1.87,0.59,0.24,0.83,0.78,0.01,0.0,0.79,0.0,0.66,0.66,1.08,0.0,0.0,1.08,0.24,0.35,0.59,0.16,,0.16,0.17,,0.17,0.33,0.0,0.33,0.98,0.0,0.98,0.46,0.0,0.46,1.44,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.27,0.0,16.27,21.36,0.0,21.36,37.63,0.0,37.63
AL,Morgan County,1103,2010,119490.0,,,115469.0,0.0,0.0,0.0,33.38,0.0,33.38,33.38,0.0,33.38,4021.0,0.28,0.0,0.28,70.0,8.63,75.0,8.91,0.0,0.0,0.0,81.41,0.0,81.41,81.41,0.0,81.41,0.59,0.46,1.05,1.04,0.0,0.0,1.04,0.59,0.14,0.73,0.54,0.0,0.0,0.54,0.0,0.32,0.32,0.5,0.0,0.0,0.5,0.3,0.37,0.67,0.02,,0.02,0.02,,0.02,0.04,0.0,0.04,0.26,0.0,0.26,0.12,0.0,0.12,0.38,0.0,0.38,0.0,0.0,0.0,6.43,0.0,6.43,6.43,0.0,6.43,7307.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,0.0,6.43,6.43,0.0,6.43,7307.18,1.45,0.0,1.45,122.19,0.0,122.19,123.64,0.0,123.64
AL,Perry County,1105,2010,10591.0,,,6371.0,1.7,0.0,1.7,0.0,0.0,0.0,1.7,0.0,1.7,4220.0,0.3,0.0,0.3,71.0,0.47,74.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.17,0.0,0.0,0.17,0.04,0.0,0.04,0.11,0.0,0.0,0.11,0.0,0.02,0.02,0.06,0.0,0.0,0.06,0.08,0.1,0.18,4.58,,4.58,4.01,,4.01,8.59,0.0,8.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,6.7,4.13,0.0,4.13,10.83,0.0,10.83
AL,Pickens County,1107,2010,19746.0,,,15460.0,2.7,0.0,2.7,0.0,0.0,0.0,2.7,0.0,2.7,4286.000000000001,0.42,0.0,0.42,98.0,1.52,98.0,1.94,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,1.41,1.41,0.97,0.0,0.0,0.97,0.0,1.36,1.36,0.86,0.0,0.0,0.86,0.0,0.05,0.05,0.11,0.0,0.0,0.11,0.31,0.32,0.63,0.5,,0.5,0.5,,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,0.0,3.94,2.23,0.0,2.23,6.17,0.0,6.17
AL,Pike County,1109,2010,32899.0,,,28920.0,5.03,0.0,5.03,0.0,0.0,0.0,5.03,0.0,5.03,3979.0,0.33,0.0,0.33,83.0,2.52,87.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,1.43,1.86,2.81,0.04,0.0,2.85,0.43,1.32,1.75,2.6,0.04,0.0,2.64,0.0,0.11,0.11,0.21,0.0,0.0,0.21,0.24,0.34,0.58,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.03,0.0,6.03,1.77,0.0,1.77,7.8,0.0,7.8
AL,Randolph County,1111,2010,22913.0,,,12129.0,0.0,0.0,0.0,1.52,0.0,1.52,1.52,0.0,1.52,10784.0,0.72,0.0,0.72,67.0,0.81,67.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.28,0.0,0.0,0.28,0.04,0.04,0.08,0.22,0.0,0.0,0.22,0.0,0.02,0.02,0.06,0.0,0.0,0.06,0.2,0.23,0.43,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.03,0.0,0.03,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,1.02,1.84,0.0,1.84,2.86,0.0,2.86
